iterations,rate,period_us,quota_us,workers,pattern,burst_low,burst_high,load,trial,run_id,duration_sec,warmup_sec,p99_ms,p50_ms,p95_ms,cpu_usage_cores,throttling_fraction,successful_rps,failed,flags
44000,113.21,10000,5000,2,steady,56.605,169.815,high,5,p10000_w2_high_steady_r5,60,20,115.715316,9.701635,75.576309,0.4920930161743455,0.8382475428952191,113.17416616833198,0,
44000,66.59,10000,5000,2,bursty,33.295,99.885,moderate,1,p10000_w2_moderate_bursty_r1,60,20,6.604496,5.65101,6.244567,0.3226193278773124,0.045285238188590475,66.59796898171935,0,
44000,66.59,10000,5000,2,bursty,33.295,99.885,moderate,2,p10000_w2_moderate_bursty_r2,60,20,40.921378,5.709869,8.606389,0.3230578755598741,0.09767532721234616,66.59775306284926,0,
44000,66.59,10000,5000,2,bursty,33.295,99.885,moderate,3,p10000_w2_moderate_bursty_r3,60,20,15.81636,5.716394,6.497782,0.3228421556807618,0.08821233411397346,66.59779297910967,0,
44000,66.59,10000,5000,2,bursty,33.295,99.885,moderate,4,p10000_w2_moderate_bursty_r4,60,20,6.535889,5.64335,6.231314,0.3228548288165659,0.0427734375,66.59873774968351,0,
44000,66.59,10000,5000,2,bursty,33.295,99.885,moderate,5,p10000_w2_moderate_bursty_r5,60,20,21.961273,5.681893,6.552265,0.32221792975824337,0.08078431372549019,66.59884517935454,0,
44000,66.59,10000,5000,2,steady,33.295,99.885,moderate,1,p10000_w2_moderate_steady_r1,60,20,6.605078,5.804193,6.356539,0.3273200318836028,0.049491751374770875,66.59910599136093,0,
44000,66.59,10000,5000,2,steady,33.295,99.885,moderate,2,p10000_w2_moderate_steady_r2,60,20,6.621537,5.83408,6.377938,0.32855126256704714,0.0506582236293951,66.59909195468074,0,
44000,66.59,10000,5000,2,steady,33.295,99.885,moderate,3,p10000_w2_moderate_steady_r3,60,20,6.6232,5.811312,6.379204,0.3279669086999037,0.0506582236293951,66.59957923939827,0,
44000,66.59,10000,5000,2,steady,33.295,99.885,moderate,4,p10000_w2_moderate_steady_r4,60,20,6.635911,5.828052,6.360703,0.32813495286032246,0.055,66.59951206089487,0,
44000,66.59,10000,5000,2,steady,33.295,99.885,moderate,5,p10000_w2_moderate_steady_r5,60,20,6.652596,5.86219,6.411836,0.3296741056574933,0.057666666666666665,66.59890094164737,0,
44000,113.21,10000,5000,4,bursty,56.605,169.815,high,1,p10000_w4_high_bursty_r1,60,20,1349.884964,658.910307,1249.752905,0.4387003781323581,0.7348435462842242,102.0613415086608,531,
44000,113.21,10000,5000,4,bursty,56.605,169.815,high,2,p10000_w4_high_bursty_r2,60,20,1212.824228,648.775717,1157.376737,0.426564971004071,0.6811120196238757,101.51719652443649,586,
44000,113.21,10000,5000,4,bursty,56.605,169.815,high,3,p10000_w4_high_bursty_r3,60,20,1169.284135,561.817338,1109.266417,0.42563490904027207,0.680130825838103,105.35374641002115,353,
44000,113.21,10000,5000,4,bursty,56.605,169.815,high,4,p10000_w4_high_bursty_r4,60,20,1179.859668,583.481298,1126.592371,0.4242697057886287,0.6714122074946817,104.30283061021159,420,
44000,113.21,10000,5000,4,bursty,56.605,169.815,high,5,p10000_w4_high_bursty_r5,60,20,1329.801467,642.722389,1243.231829,0.43859852462724885,0.7347570916204761,101.60433737167179,561,
44000,113.21,10000,5000,4,steady,56.605,169.815,high,1,p10000_w4_high_steady_r1,60,20,179.999465,10.278025,94.560208,0.4929194917333506,0.8560732113144759,113.04220644586015,0,
44000,113.21,10000,5000,4,steady,56.605,169.815,high,2,p10000_w4_high_steady_r2,60,20,215.011442,14.415929,132.266663,0.4940090720828419,0.8921846358940176,113.21513573574978,0,
44000,113.21,10000,5000,4,steady,56.605,169.815,high,3,p10000_w4_high_steady_r3,60,20,1423.289363,1324.264698,1388.953591,0.49949554820355424,0.9980436909031627,101.74593658986309,553,
44000,113.21,10000,5000,4,steady,56.605,169.815,high,4,p10000_w4_high_steady_r4,60,20,223.873594,14.063164,119.736584,0.4932235762574954,0.9161946017994002,113.19062154426605,0,
44000,113.21,10000,5000,4,steady,56.605,169.815,high,5,p10000_w4_high_steady_r5,60,20,106.983431,14.192197,70.759123,0.49380005162377394,0.8868521913014498,113.20310679855002,0,
44000,66.59,10000,5000,4,bursty,33.295,99.885,moderate,1,p10000_w4_moderate_bursty_r1,60,20,6.568203,5.654019,6.246089,0.32342369894574996,0.04365700861393892,66.59891889308972,0,
44000,66.59,10000,5000,4,bursty,33.295,99.885,moderate,2,p10000_w4_moderate_bursty_r2,60,20,6.474666,5.631706,6.236059,0.3228185636371128,0.044357212953876346,66.59761499178244,0,
44000,66.59,10000,5000,4,bursty,33.295,99.885,moderate,3,p10000_w4_moderate_bursty_r3,60,20,6.612544,5.700814,6.267055,0.32305584540392585,0.06615776081424936,66.59857885514576,0,
44000,66.59,10000,5000,4,bursty,33.295,99.885,moderate,4,p10000_w4_moderate_bursty_r4,60,20,6.551654,5.660662,6.297113,0.3226192388934199,0.047926447574334896,66.59813232197716,0,
44000,66.59,10000,5000,4,bursty,33.295,99.885,moderate,5,p10000_w4_moderate_bursty_r5,60,20,6.996253,5.723911,6.448307,0.3236769367988351,0.07931236569642508,66.59780695641619,0,
44000,66.59,10000,5000,4,steady,33.295,99.885,moderate,1,p10000_w4_moderate_steady_r1,60,20,6.598953,5.828833,6.368922,0.3286949852318148,0.05132477920346609,66.59925449238516,0,
44000,66.59,10000,5000,4,steady,33.295,99.885,moderate,2,p10000_w4_moderate_steady_r2,60,20,6.624385,5.835855,6.388932,0.3284617958756255,0.04816666666666667,66.59899432743607,0,
44000,66.59,10000,5000,4,steady,33.295,99.885,moderate,3,p10000_w4_moderate_steady_r3,60,20,6.548114,5.795698,6.327743,0.32701727402226083,0.04615897350441593,66.59902373157102,0,
44000,66.59,10000,5000,4,steady,33.295,99.885,moderate,4,p10000_w4_moderate_steady_r4,60,20,6.595389,5.808966,6.349082,0.32704268915836826,0.04466666666666667,66.59960320400408,0,
44000,66.59,10000,5000,4,steady,33.295,99.885,moderate,5,p10000_w4_moderate_steady_r5,60,20,6.615445,5.802697,6.38108,0.32766273695477705,0.04416666666666667,66.59886409976374,0,
44000,113.21,250000,125000,1,bursty,56.605,169.815,high,1,p250000_w1_high_bursty_r1,60,20,480.75063,157.935114,438.100092,0.40785964666588637,0.5619834710743802,112.50011273859377,0,
44000,113.21,250000,125000,1,bursty,56.605,169.815,high,2,p250000_w1_high_bursty_r2,60,20,476.300837,152.308551,432.327265,0.40809027469478587,0.5578512396694215,112.45306058545356,0,
44000,113.21,250000,125000,1,bursty,56.605,169.815,high,3,p250000_w1_high_bursty_r3,60,20,494.909173,161.565433,450.909094,0.40923359591990505,0.5619834710743802,112.44359694333563,0,
44000,113.21,250000,125000,1,bursty,56.605,169.815,high,4,p250000_w1_high_bursty_r4,60,20,460.917021,151.432049,421.723315,0.4069212024625488,0.5578512396694215,112.48397846942152,0,
44000,113.21,250000,125000,1,bursty,56.605,169.815,high,5,p250000_w1_high_bursty_r5,60,20,481.042528,155.523789,435.858788,0.4081928990168508,0.5578512396694215,112.46881986802632,0,
44000,113.21,250000,125000,1,steady,56.605,169.815,high,1,p250000_w1_high_steady_r1,60,20,5.965161,5.00407,5.697386,0.48892952327749345,0.0875,113.21518902541865,0,
44000,113.21,250000,125000,1,steady,56.605,169.815,high,2,p250000_w1_high_steady_r2,60,20,5.991977,5.023145,5.729387,0.4886650898411284,0.07083333333333333,113.21453827108535,0,
44000,113.21,250000,125000,1,steady,56.605,169.815,high,3,p250000_w1_high_steady_r3,60,20,5.943869,4.988738,5.689194,0.48909370422201925,0.029166666666666667,113.21436459219373,0,
44000,113.21,250000,125000,1,steady,56.605,169.815,high,4,p250000_w1_high_steady_r4,60,20,5.973667,4.995589,5.713048,0.49023428882140097,0.07468879668049792,113.21576845804603,0,
44000,113.21,250000,125000,1,steady,56.605,169.815,high,5,p250000_w1_high_steady_r5,60,20,5.984022,5.019927,5.712603,0.49001897201343664,0.075,113.21529659364187,0,
44000,66.59,250000,125000,1,bursty,33.295,99.885,moderate,1,p250000_w1_moderate_bursty_r1,60,20,6.492335,5.672138,6.268576,0.32219677753240344,0.0,66.59843892593173,0,
44000,66.59,250000,125000,1,bursty,33.295,99.885,moderate,2,p250000_w1_moderate_bursty_r2,60,20,6.442121,5.662522,6.214774,0.3222700027958253,0.0,66.59857149283079,0,
44000,66.59,250000,125000,1,bursty,33.295,99.885,moderate,3,p250000_w1_moderate_bursty_r3,60,20,6.467747,5.657084,6.229646,0.32322339164453345,0.0,66.59812730283906,0,
44000,66.59,250000,125000,1,bursty,33.295,99.885,moderate,4,p250000_w1_moderate_bursty_r4,60,20,6.549782,5.681593,6.286414,0.32262326746140835,0.0,66.59831621142081,0,
44000,66.59,250000,125000,1,bursty,33.295,99.885,moderate,5,p250000_w1_moderate_bursty_r5,60,20,6.557781,5.708571,6.312872,0.3237211627160157,0.0,66.59809724019334,0,
44000,66.59,250000,125000,1,steady,33.295,99.885,moderate,1,p250000_w1_moderate_steady_r1,60,20,6.598825,5.798265,6.322945,0.32716496626507596,0.0,66.59956327780378,0,
44000,66.59,250000,125000,1,steady,33.295,99.885,moderate,2,p250000_w1_moderate_steady_r2,60,20,6.605499,5.829762,6.367762,0.32772609204275754,0.0,66.59882950115195,0,
44000,66.59,250000,125000,1,steady,33.295,99.885,moderate,3,p250000_w1_moderate_steady_r3,60,20,6.634574,5.857657,6.383512,0.3279842513960581,0.0,66.59907900688633,0,
44000,66.59,250000,125000,1,steady,33.295,99.885,moderate,4,p250000_w1_moderate_steady_r4,60,20,6.529972,5.797773,6.319944,0.3278013714633497,0.0,66.59961789024233,0,
44000,66.59,250000,125000,1,steady,33.295,99.885,moderate,5,p250000_w1_moderate_steady_r5,60,20,6.547183,5.790785,6.33185,0.3273369051034375,0.0,66.5989246504733,0,
44000,113.21,250000,125000,2,bursty,56.605,169.815,high,1,p250000_w2_high_bursty_r1,60,20,719.8255,253.953049,672.788046,0.41416899103161847,0.5843621399176955,112.03107471765944,0,
44000,113.21,250000,125000,2,bursty,56.605,169.815,high,2,p250000_w2_high_bursty_r2,60,20,734.333048,214.176836,680.253276,0.41423217375417426,0.5843621399176955,112.06645808762683,0,
44000,113.21,250000,125000,2,bursty,56.605,169.815,high,3,p250000_w2_high_bursty_r3,60,20,722.013033,250.139059,677.218718,0.4141281497743079,0.588477366255144,112.07860171009337,0,
44000,113.21,250000,125000,2,bursty,56.605,169.815,high,4,p250000_w2_high_bursty_r4,60,20,710.597277,228.61333,657.464359,0.414634446725414,0.5843621399176955,112.0341493996559,0,
44000,113.21,250000,125000,2,bursty,56.605,169.815,high,5,p250000_w2_high_bursty_r5,60,20,725.077235,236.170506,673.881149,0.41433753157877784,0.588477366255144,112.08072327409377,0,
44000,113.21,250000,125000,2,steady,56.605,169.815,high,1,p250000_w2_high_steady_r1,60,20,5.912853,4.991762,5.675801,0.4882209764515184,0.025,113.21465664610493,0,
44000,113.21,250000,125000,2,steady,56.605,169.815,high,2,p250000_w2_high_steady_r2,60,20,5.953122,4.989083,5.704905,0.4888009800295555,0.05,113.21482890129579,0,
44000,113.21,250000,125000,2,steady,56.605,169.815,high,3,p250000_w2_high_steady_r3,60,20,5.943283,5.021704,5.714597,0.4881791851587275,0.03333333333333333,113.21595692149351,0,
44000,113.21,250000,125000,2,steady,56.605,169.815,high,4,p250000_w2_high_steady_r4,60,20,5.948509,5.009035,5.701768,0.4887943144582783,0.05416666666666667,113.21563345702188,0,
44000,113.21,250000,125000,2,steady,56.605,169.815,high,5,p250000_w2_high_steady_r5,60,20,5.981725,5.022135,5.715855,0.48906895753524166,0.07083333333333333,113.2161240557489,0,
44000,66.59,250000,125000,2,bursty,33.295,99.885,moderate,1,p250000_w2_moderate_bursty_r1,60,20,6.460432,5.654072,6.214573,0.32235054730019447,0.0,66.59761363323976,0,
44000,66.59,250000,125000,2,bursty,33.295,99.885,moderate,2,p250000_w2_moderate_bursty_r2,60,20,6.53149,5.696651,6.326359,0.3230428539810945,0.0,66.59764352119122,0,
44000,66.59,250000,125000,2,bursty,33.295,99.885,moderate,3,p250000_w2_moderate_bursty_r3,60,20,6.547746,5.684308,6.295532,0.32235045405536933,0.0,66.59844692199783,0,
44000,66.59,250000,125000,2,bursty,33.295,99.885,moderate,4,p250000_w2_moderate_bursty_r4,60,20,6.515193,5.711092,6.294072,0.32368744299314234,0.0,66.59871554165275,0,
44000,66.59,250000,125000,2,bursty,33.295,99.885,moderate,5,p250000_w2_moderate_bursty_r5,60,20,6.547884,5.708115,6.297868,0.3227683432795304,0.0,66.59841822873847,0,
44000,66.59,250000,125000,2,steady,33.295,99.885,moderate,1,p250000_w2_moderate_steady_r1,60,20,6.608186,5.86275,6.391446,0.3298302183191526,0.0,66.59866801775982,0,
44000,66.59,250000,125000,2,steady,33.295,99.885,moderate,2,p250000_w2_moderate_steady_r2,60,20,6.555089,5.821434,6.355944,0.3288166685145101,0.0,66.5996686855182,0,
44000,66.59,250000,125000,2,steady,33.295,99.885,moderate,3,p250000_w2_moderate_steady_r3,60,20,6.519221,5.787996,6.305502,0.3270365051613157,0.0,66.59859807509103,0,
44000,66.59,250000,125000,2,steady,33.295,99.885,moderate,4,p250000_w2_moderate_steady_r4,60,20,6.606245,5.829863,6.369806,0.3291916097769413,0.0,66.59947782790408,0,
44000,66.59,250000,125000,2,steady,33.295,99.885,moderate,5,p250000_w2_moderate_steady_r5,60,20,6.556263,5.824274,6.348075,0.32812025470214423,0.0,66.59905018210604,0,
44000,113.21,250000,125000,4,bursty,56.605,169.815,high,1,p250000_w4_high_bursty_r1,60,20,1105.442582,158.174328,729.640304,0.4150257128456679,0.5843621399176955,112.06843377855807,0,
44000,113.21,250000,125000,4,bursty,56.605,169.815,high,2,p250000_w4_high_bursty_r2,60,20,1614.847339,134.04818,818.649447,0.4152105588416624,0.5843621399176955,112.04635277907008,0,
44000,113.21,250000,125000,4,bursty,56.605,169.815,high,3,p250000_w4_high_bursty_r3,60,20,962.899358,165.516266,727.505871,0.4153984889200954,0.5843621399176955,112.06057146059527,0,
44000,113.21,250000,125000,4,bursty,56.605,169.815,high,4,p250000_w4_high_bursty_r4,60,20,964.850638,165.961294,710.515109,0.41575489010446803,0.5843621399176955,111.99708671984357,0,
44000,113.21,250000,125000,4,bursty,56.605,169.815,high,5,p250000_w4_high_bursty_r5,60,20,1140.122738,197.90829,874.070248,0.42322198005333467,0.6008230452674898,111.94394994922065,0,
44000,113.21,250000,125000,4,steady,56.605,169.815,high,1,p250000_w4_high_steady_r1,60,20,5.945591,5.000247,5.7125,0.4897497512294613,0.05416666666666667,113.21596990728386,0,
44000,113.21,250000,125000,4,steady,56.605,169.815,high,2,p250000_w4_high_steady_r2,60,20,5.924686,4.994541,5.699001,0.48773509480150584,0.0375,113.21430880886426,0,
44000,113.21,250000,125000,4,steady,56.605,169.815,high,3,p250000_w4_high_steady_r3,60,20,5.958054,5.001273,5.712127,0.4889695516359873,0.029166666666666667,113.21471386946611,0,
44000,113.21,250000,125000,4,steady,56.605,169.815,high,4,p250000_w4_high_steady_r4,60,20,5.911032,4.987577,5.666966,0.48928827707164874,0.0375,113.21553928896954,0,
44000,113.21,250000,125000,4,steady,56.605,169.815,high,5,p250000_w4_high_steady_r5,60,20,5.870992,4.983487,5.657008,0.489362561858102,0.06666666666666667,113.2154896539062,0,
44000,66.59,250000,125000,4,bursty,33.295,99.885,moderate,1,p250000_w4_moderate_bursty_r1,60,20,6.575173,5.705702,6.328912,0.3235796524823379,0.0,66.5984254611557,0,
44000,66.59,250000,125000,4,bursty,33.295,99.885,moderate,2,p250000_w4_moderate_bursty_r2,60,20,6.501782,5.692566,6.270582,0.32355332289138844,0.0,66.59775057439728,0,
44000,66.59,250000,125000,4,bursty,33.295,99.885,moderate,3,p250000_w4_moderate_bursty_r3,60,20,6.535286,5.700272,6.29094,0.32351445834324727,0.0,66.59770238259769,0,
44000,66.59,250000,125000,4,bursty,33.295,99.885,moderate,4,p250000_w4_moderate_bursty_r4,60,20,6.574799,5.685832,6.305512,0.32303188092232193,0.0,66.59807911604393,0,
44000,66.59,250000,125000,4,bursty,33.295,99.885,moderate,5,p250000_w4_moderate_bursty_r5,60,20,6.518548,5.672429,6.276263,0.3226499247198291,0.0,66.59771283585803,0,
44000,66.59,250000,125000,4,steady,33.295,99.885,moderate,1,p250000_w4_moderate_steady_r1,60,20,6.638551,5.865731,6.420453,0.32960532010199217,0.0,66.59905270950405,0,
44000,66.59,250000,125000,4,steady,33.295,99.885,moderate,2,p250000_w4_moderate_steady_r2,60,20,6.617162,5.805066,6.362722,0.32799313297146054,0.0,66.59888543213289,0,
44000,66.59,250000,125000,4,steady,33.295,99.885,moderate,3,p250000_w4_moderate_steady_r3,60,20,6.505613,5.785021,6.311927,0.32683478503760666,0.0,66.5995854642002,0,
44000,66.59,250000,125000,4,steady,33.295,99.885,moderate,4,p250000_w4_moderate_steady_r4,60,20,6.597709,5.824559,6.36247,0.32815270940853086,0.0,66.59890812533105,0,
44000,66.59,250000,125000,4,steady,33.295,99.885,moderate,5,p250000_w4_moderate_steady_r5,60,20,6.646982,5.854825,6.416841,0.32994334621411125,0.0,66.59892392788663,0,
44000,113.21,50000,25000,1,bursty,56.605,169.815,high,1,p50000_w1_high_bursty_r1,60,20,1002.828064,503.22229,995.701319,0.42397168353305925,0.648360655737705,104.4786544118774,422,
44000,113.21,50000,25000,1,bursty,56.605,169.815,high,2,p50000_w1_high_bursty_r2,60,20,1021.517293,505.372054,1000.298646,0.42415785117115157,0.65,104.24194196769416,436,
44000,113.21,50000,25000,1,bursty,56.605,169.815,high,3,p50000_w1_high_bursty_r3,60,20,1001.414242,499.347614,994.872472,0.42412512680970194,0.6475409836065574,104.54300340597104,418,
44000,113.21,50000,25000,1,bursty,56.605,169.815,high,4,p50000_w1_high_bursty_r4,60,20,1000.938429,497.367566,994.144572,0.4229635150834468,0.6459016393442623,104.47712256240443,422,
44000,113.21,50000,25000,1,bursty,56.605,169.815,high,5,p50000_w1_high_bursty_r5,60,20,1003.268258,505.751343,996.15961,0.4235398824027208,0.6472518457752255,104.41803451853305,429,
44000,113.21,50000,25000,1,steady,56.605,169.815,high,1,p50000_w1_high_steady_r1,60,20,7.644004,5.016332,5.830231,0.4897586746616882,0.345,113.2143822740338,0,
44000,113.21,50000,25000,1,steady,56.605,169.815,high,2,p50000_w1_high_steady_r2,60,20,7.009832,4.999429,5.765755,0.4898700469926239,0.3475,113.21625362924323,0,
44000,113.21,50000,25000,1,steady,56.605,169.815,high,3,p50000_w1_high_steady_r3,60,20,7.030322,5.039789,5.829797,0.48857572829830503,0.3005828476269775,113.21427351316268,0,
44000,113.21,50000,25000,1,steady,56.605,169.815,high,4,p50000_w1_high_steady_r4,60,20,7.626139,5.009379,5.817075,0.48946791305026455,0.3433333333333333,113.21441643202093,0,
44000,113.21,50000,25000,1,steady,56.605,169.815,high,5,p50000_w1_high_steady_r5,60,20,7.464328,5.030062,5.818965,0.49001154748334974,0.3541666666666667,113.21600622298129,0,
44000,66.59,50000,25000,1,bursty,33.295,99.885,moderate,1,p50000_w1_moderate_bursty_r1,60,20,6.502541,5.656045,6.247273,0.3229136861316482,0.005,66.59790426717946,0,
44000,66.59,50000,25000,1,bursty,33.295,99.885,moderate,2,p50000_w1_moderate_bursty_r2,60,20,6.48415,5.649777,6.263513,0.3231472477769677,0.009166666666666667,66.59716138923181,0,
44000,66.59,50000,25000,1,bursty,33.295,99.885,moderate,3,p50000_w1_moderate_bursty_r3,60,20,6.611251,5.728845,6.368027,0.32450813874563444,0.019983347210657785,66.5983899350845,0,
44000,66.59,50000,25000,1,bursty,33.295,99.885,moderate,4,p50000_w1_moderate_bursty_r4,60,20,6.578506,5.69309,6.338962,0.3237765860652679,0.006666666666666667,66.59831099468501,0,
44000,66.59,50000,25000,1,bursty,33.295,99.885,moderate,5,p50000_w1_moderate_bursty_r5,60,20,6.581322,5.710656,6.348438,0.32350620930565477,0.014166666666666666,66.5983005445667,0,
44000,66.59,50000,25000,1,steady,33.295,99.885,moderate,1,p50000_w1_moderate_steady_r1,60,20,6.584153,5.823525,6.35645,0.3281589018332626,0.0,66.59966462517885,0,
44000,66.59,50000,25000,1,steady,33.295,99.885,moderate,2,p50000_w1_moderate_steady_r2,60,20,6.632281,5.821205,6.37826,0.3282592251402671,0.0,66.5988226693428,0,
44000,66.59,50000,25000,1,steady,33.295,99.885,moderate,3,p50000_w1_moderate_steady_r3,60,20,6.561654,5.800884,6.327233,0.3271874874354855,0.0,66.59890462117613,0,
44000,66.59,50000,25000,1,steady,33.295,99.885,moderate,4,p50000_w1_moderate_steady_r4,60,20,6.569497,5.826754,6.364495,0.32869411903374357,0.0,66.59971966180002,0,
44000,66.59,50000,25000,1,steady,33.295,99.885,moderate,5,p50000_w1_moderate_steady_r5,60,20,6.561195,5.805925,6.329296,0.32785622010665366,0.0,66.59954799885766,0,
44000,113.21,50000,25000,2,bursty,56.605,169.815,high,1,p50000_w2_high_bursty_r1,60,20,1245.665562,749.44639,1225.639279,0.4362862910341643,0.7044897959183674,95.79490722441393,927,
44000,113.21,50000,25000,2,bursty,56.605,169.815,high,2,p50000_w2_high_bursty_r2,60,20,1245.363222,752.823858,1226.498023,0.43591139080832264,0.7050653594771242,95.70694514018034,938,
44000,113.21,50000,25000,2,bursty,56.605,169.815,high,3,p50000_w2_high_bursty_r3,60,20,1248.717376,747.792055,1224.472725,0.43558638748611567,0.7031888798037612,95.60702865331275,948,
44000,113.21,50000,25000,2,bursty,56.605,169.815,high,4,p50000_w2_high_bursty_r4,60,20,1242.380628,747.321012,1221.258971,0.43536115989450747,0.7026143790849673,95.61597051869545,943,
44000,113.21,50000,25000,2,bursty,56.605,169.815,high,5,p50000_w2_high_bursty_r5,60,20,1250.43535,744.393978,1227.32089,0.43678012818926437,0.7066993464052288,95.68944143851171,939,
44000,113.21,50000,25000,2,steady,56.605,169.815,high,1,p50000_w2_high_steady_r1,60,20,6.354242,5.018888,5.767737,0.48719599327110596,0.29333333333333333,113.21488892496865,0,
44000,113.21,50000,25000,2,steady,56.605,169.815,high,2,p50000_w2_high_steady_r2,60,20,6.994392,5.028975,5.780781,0.4887353493649391,0.3,113.21450749618695,0,
44000,113.21,50000,25000,2,steady,56.605,169.815,high,3,p50000_w2_high_steady_r3,60,20,6.862959,5.021495,5.762938,0.4879540106940618,0.3025,113.21498122769346,0,
44000,113.21,50000,25000,2,steady,56.605,169.815,high,4,p50000_w2_high_steady_r4,60,20,7.39226,5.038156,5.805505,0.48779955242806533,0.2841666666666667,113.21512716736746,0,
44000,113.21,50000,25000,2,steady,56.605,169.815,high,5,p50000_w2_high_steady_r5,60,20,7.249608,5.011355,5.763719,0.4890677517653126,0.32666666666666666,113.21443284023994,0,
44000,66.59,50000,25000,2,bursty,33.295,99.885,moderate,1,p50000_w2_moderate_bursty_r1,60,20,6.477935,5.650669,6.262343,0.32280901019410874,0.011656952539550375,66.5983452742039,0,
44000,66.59,50000,25000,2,bursty,33.295,99.885,moderate,2,p50000_w2_moderate_bursty_r2,60,20,6.538669,5.693642,6.298043,0.32272391105798265,0.009166666666666667,66.59835375307364,0,
44000,66.59,50000,25000,2,bursty,33.295,99.885,moderate,3,p50000_w2_moderate_bursty_r3,60,20,6.520049,5.716097,6.286889,0.3239358054667999,0.0075,66.5989881604629,0,
44000,66.59,50000,25000,2,bursty,33.295,99.885,moderate,4,p50000_w2_moderate_bursty_r4,60,20,6.563078,5.717251,6.308323,0.32381384698580945,0.018333333333333333,66.59851722619302,0,
44000,66.59,50000,25000,2,bursty,33.295,99.885,moderate,5,p50000_w2_moderate_bursty_r5,60,20,6.477912,5.667997,6.265931,0.32238362771058754,0.005833333333333334,66.59848567253303,0,
44000,66.59,50000,25000,2,steady,33.295,99.885,moderate,1,p50000_w2_moderate_steady_r1,60,20,6.602941,5.815853,6.374432,0.3282045316161554,0.0,66.59944234732936,0,
44000,66.59,50000,25000,2,steady,33.295,99.885,moderate,2,p50000_w2_moderate_steady_r2,60,20,6.612597,5.828143,6.366171,0.32823323669144944,0.0,66.59964039746167,0,
44000,66.59,50000,25000,2,steady,33.295,99.885,moderate,3,p50000_w2_moderate_steady_r3,60,20,6.60716,5.840602,6.358768,0.32855987798656994,0.0,66.5986731657343,0,
44000,66.59,50000,25000,2,steady,33.295,99.885,moderate,4,p50000_w2_moderate_steady_r4,60,20,6.611709,5.817129,6.377392,0.3279919361666192,0.0,66.5986311805737,0,
44000,66.59,50000,25000,2,steady,33.295,99.885,moderate,5,p50000_w2_moderate_steady_r5,60,20,6.615673,5.83744,6.382966,0.32931076168486145,0.0,66.59925010465369,0,
44000,113.21,50000,25000,4,bursty,56.605,169.815,high,1,p50000_w4_high_bursty_r1,60,20,1381.252876,755.06331,1322.734714,0.4364358581073817,0.7118367346938775,96.38210777306158,891,
44000,113.21,50000,25000,4,bursty,56.605,169.815,high,2,p50000_w4_high_bursty_r2,60,20,1384.647318,790.565967,1326.299523,0.4377147374959457,0.7066993464052288,95.92760520570806,924,
44000,113.21,50000,25000,4,bursty,56.605,169.815,high,3,p50000_w4_high_bursty_r3,60,20,1384.412268,795.190621,1328.976911,0.4376448976625115,0.7110204081632653,95.94860588025892,917,
44000,113.21,50000,25000,4,bursty,56.605,169.815,high,4,p50000_w4_high_bursty_r4,60,20,1381.703037,788.767882,1320.054945,0.43775331501276077,0.7132352941176471,96.16472834343553,909,
44000,113.21,50000,25000,4,bursty,56.605,169.815,high,5,p50000_w4_high_bursty_r5,60,20,1381.248823,777.655076,1319.945507,0.4367279649761178,0.7058823529411765,95.95934255553694,922,
44000,113.21,50000,25000,4,steady,56.605,169.815,high,1,p50000_w4_high_steady_r1,60,20,6.947612,5.023668,5.789524,0.4877954984320302,0.2833333333333333,113.21451728716906,0,
44000,113.21,50000,25000,4,steady,56.605,169.815,high,2,p50000_w4_high_steady_r2,60,20,6.898633,5.033005,5.805707,0.48843410840864326,0.31666666666666665,113.21462627115999,0,
44000,113.21,50000,25000,4,steady,56.605,169.815,high,3,p50000_w4_high_steady_r3,60,20,6.925885,5.027217,5.797972,0.4886225793502452,0.31666666666666665,113.21437533979322,0,
44000,113.21,50000,25000,4,steady,56.605,169.815,high,4,p50000_w4_high_steady_r4,60,20,6.857858,4.998049,5.774287,0.48750859463619317,0.2706078268109908,113.21557604781411,0,
44000,113.21,50000,25000,4,steady,56.605,169.815,high,5,p50000_w4_high_steady_r5,60,20,6.760913,5.010388,5.771066,0.4897933049016464,0.3025,113.21617448765213,0,
44000,66.59,50000,25000,4,bursty,33.295,99.885,moderate,1,p50000_w4_moderate_bursty_r1,60,20,6.52977,5.67645,6.28254,0.3232897816728939,0.010824313072439634,66.59806870151634,0,
44000,66.59,50000,25000,4,bursty,33.295,99.885,moderate,2,p50000_w4_moderate_bursty_r2,60,20,6.481113,5.647641,6.248935,0.3219894616077704,0.0008333333333333334,66.59815316883441,0,
44000,66.59,50000,25000,4,bursty,33.295,99.885,moderate,3,p50000_w4_moderate_bursty_r3,60,20,6.463791,5.646666,6.21008,0.32259640517205146,0.006666666666666667,66.59843049365811,0,
44000,66.59,50000,25000,4,bursty,33.295,99.885,moderate,4,p50000_w4_moderate_bursty_r4,60,20,6.563756,5.690316,6.328479,0.3232730136759543,0.009166666666666667,66.59822306062138,0,
44000,66.59,50000,25000,4,bursty,33.295,99.885,moderate,5,p50000_w4_moderate_bursty_r5,60,20,6.518798,5.661724,6.252746,0.32266255878424577,0.01,66.59755224581578,0,
44000,66.59,50000,25000,4,steady,33.295,99.885,moderate,1,p50000_w4_moderate_steady_r1,60,20,6.614134,5.817617,6.354002,0.3282914386663361,0.0,66.59892024835574,0,
